Epoch;st_petersburg;ptb_diag;chapman;ningbo;georgia;china;ptbxl
0;0.38277974846823604;0.6552215753831531;0.9421613932918116;0.9736433424324029;0.9432872032682699;0.9711837673897883;0.7964826681364675
1;0.6504353434376008;0.4758566846008927;0.9819390416873064;0.9785726455537039;0.9450142331821971;0.9758378356366774;0.8356080373686829
2;0.6304417929700096;0.806666779816358;0.9834241119748832;0.9732191568637528;0.9453030238404202;0.9799071779906764;0.7972112360777548
3;0.7994195420831989;0.7788149832821332;0.9866184887827482;0.9831169164029798;0.9461286978894072;0.9781149974305327;0.7864450209675835
4;0.6439858110287003;0.7229246932228993;0.986249296126877;0.9830968599760965;0.9576957361135542;0.9810459108761884;0.8077916575377465
5;0.8165108029667849;0.7912048744887048;0.9886258247326224;0.984663794891084;0.9541510164832376;0.9801138021693647;0.7939328595659036
6;0.6672041277007417;0.879597413398055;0.9900893699459957;0.9851441019904532;0.9588896874737757;0.981213367883493;0.7677917634270387
7;0.7275072557239599;0.8838744717323783;0.9908613142636654;0.9864893593830382;0.9568076171763981;0.9805953478875308;0.8045092547442381
8;0.7836181876813931;0.8955854647906448;0.990524794270042;0.9872119001482155;0.9596018998172463;0.9822261911316668;0.8137304940497433
9;0.5237020316027088;0.7197678168332796;0.991496770372868;0.9874626624169053;0.9631259626807263;0.9826280260066806;0.8184605236967079
10;0.5869074492099323;0.8569901050594885;0.9913119313901876;0.9879352656300522;0.9638961723480214;0.9829464793708477;0.8153379285179418
11;0.6227023540793293;0.9079074661823859;0.9918601945297123;0.9882965899488338;0.9633409888571375;0.9829666565723305;0.7845842283494322
12;0.690422444372783;0.6950898691423819;0.9924493689686347;0.989046501257449;0.9647838383929549;0.983193320302463;0.7781018999595375
13;0.7000967429861336;0.9162069960454183;0.9924857235897075;0.9889311700032216;0.9621638107807398;0.9816681922879272;0.789453009891466
14;0.654305062882941;0.8299869312106452;0.991567090846147;0.9891174513227795;0.9638395852275257;0.9824767772914144;0.7832028783561122
15;0.5172524991938084;0.7713131587433595;0.9919636875049535;0.9894230890578338;0.9652017277420665;0.9791569623389494;0.7617734751355218
16;0.5978716543050628;0.6617729425142993;0.9919419619136552;0.9894628805994085;0.9585534977121295;0.9832571555078369;0.8020399361758157
17;0.6562399226056111;0.7498939221643273;0.9927741717894232;0.9901221880932842;0.9633091996197919;0.9830129758103;0.7760656357982008
18;0.583360206385037;0.8488772721872402;0.9922715887688947;0.9885485975903884;0.9638821706561247;0.9846579396542231;0.8131319777333743
19;0.5398258626249597;0.838524075425584;0.9934880475189015;0.9898383168390249;0.9651046840576123;0.982382676283816;0.7867879754752817
20;0.6881651080296678;0.8580593696430692;0.9922294918031984;0.9895221537094685;0.9645017706079088;0.9841240754505745;0.7746909131065116
21;0.5159625927120284;0.8821602539079074;0.9923249379402498;0.9894891638906154;0.9647292852195679;0.9807826322358036;0.789780401360444
22;0.4401805869074492;0.75697143536041;0.9913955586428342;0.9888867848958833;0.962712135801973;0.9824860285210881;0.7841455154368688
23;0.4895195098355369;0.7655085795753492;0.9926331065603171;0.9895824647454974;0.9645435207622284;0.9832756923796938;0.7960744889845206
24;0.4237342792647533;0.8233507018109607;0.9916633710180706;0.9897391973292111;0.9623110549917683;0.9818582525786442;0.7821385838394823
25;0.4798452112221864;0.7888966207844668;0.9923173938478194;0.9901006191480338;0.9636146496608006;0.9834963912748229;0.8142776873841254
26;0.3972911963882619;0.8281029888490979;0.9918847477026496;0.9890469717009096;0.9624912220266643;0.9814819173732702;0.8049657117663437
27;0.3982586262495969;0.7786452587450567;0.992671957473916;0.9891476277007317;0.9635208169008486;0.9803302224424622;0.7796694443978256
28;0.4217994195420832;0.898759313633972;0.9914204372927947;0.9894443721873613;0.9620587262253821;0.9787376860569688;0.7637647939835411
29;0.38729442115446633;0.7492489689234373;0.9923704175421515;0.9897976427261567;0.9609206162050501;0.9804489685423778;0.7986145353083105
30;0.4446952595936795;0.8269658344506866;0.9912797091648913;0.9892088335243713;0.9623719974710063;0.9808691739621186;0.7983266921139452
31;0.5304740406320542;0.8387277448700758;0.9915972468735549;0.9892006665705784;0.9612061878029822;0.9788314429394707;0.8169410812193998
32;0.4114801676878426;0.7973658751845754;0.9917396953800095;0.9891560267645514;0.9603198451796343;0.9779892082369783;0.7587032505765864
33;0.4292163818123186;0.853357999966055;0.991969406601218;0.9892504605099811;0.9603653893232942;0.9797752863120802;0.8204739151084199
34;0.43050628829409865;0.8208048337548159;0.9913406925160673;0.9881774269199437;0.959564947066174;0.9787641664831334;0.7948392333992912
35;0.41696227023540794;0.7809704849030024;0.9915109780261395;0.9894428864065938;0.9598554679354041;0.9783049544837206;0.7876330984281397
36;0.528216704288939;0.8849946536770821;0.9910719821729724;0.9888855630336668;0.9616172593613853;0.9783249366809823;0.8009740028706234
37;0.40696549500161233;0.8073287055109557;0.9920009371878399;0.9886760439738296;0.9603603668299003;0.9761077042726571;0.7915498905071415
38;0.524991938084489;0.8324309645445442;0.9911671173632252;0.9886287338652598;0.9573508980088016;0.9789740942627464;0.799024959256587
39;0.36762334730732027;0.7957704645360579;0.9910174502413636;0.9887763044415703;0.957966826008072;0.9778099420034505;0.780439030187419
40;0.4269590454692035;0.8729102666372478;0.9915826585284082;0.9884977558136652;0.9576424846663169;0.9759296596832214;0.8000629114061627
41;0.4214769429216382;0.8648483511261222;0.9902228503980434;0.9881437677391067;0.9600436677054152;0.9754320720001469;0.7649370273739449
42;0.45888423089326025;0.7832447936998251;0.9903503502097897;0.9888242774582207;0.9599184226663152;0.9761068210182432;0.7902744030935149
43;0.273460174137375;0.8330759177854341;0.990141132416863;0.9888019727679794;0.9585379583562185;0.9779907109165658;0.8112212187026663
44;0.4317961947758787;0.8613689981160576;0.9908004994630908;0.9880006879270983;0.9577420829883396;0.9765380212348126;0.7922001932244719
45;0.5175749758142534;0.8745226497394728;0.9904670453467841;0.9871596295233731;0.9564174979851449;0.9746441517086959;0.8093402323327723
46;0.40761044824250237;0.9096216840068568;0.9899259630440834;0.9874735420846061;0.9580087361662307;0.9784350509763977;0.7927381826174931
47;0.45533698806836503;0.8397291196388261;0.9907113565373188;0.9872093107499623;0.9592709630629999;0.9744299223653782;0.8111329910072974
48;0.4708158658497259;0.7939544119893414;0.9906082180995495;0.9875707353347436;0.9597197494246588;0.9765042855045334;0.8101189542136608
49;0.4424379232505643;0.8197695140786504;0.9896232316339302;0.9865263971823186;0.9553651879896495;0.9756329034063795;0.8026657882083919
50;0.4508223153821348;0.7865544221728135;0.9896253501406259;0.9866894407615973;0.9583200846538551;0.9756465766435416;0.7941996879622625
51;0.5817478232828119;0.7484682360528861;0.9902945192761325;0.9875598296209326;0.9520645040453745;0.9750645578680762;0.7992345822732201
52;0.6975169300225734;0.8788506254349191;0.9884115475156118;0.987071777837452;0.9554357523946772;0.9734105091216093;0.7927508417511264
53;0.7226701064172847;0.849759839780037;0.9890714986768544;0.9867428468124497;0.9551460993428799;0.9737278612854678;0.7957530004065062
54;0.5046759109964527;0.8250818920891393;0.9898629774280058;0.9860832896908089;0.9568027031601831;0.975352498807033;0.8002471492988125
55;0.5072557239600128;0.8725877900168026;0.9896107937619724;0.9865969729212504;0.9546476982314142;0.9754108509525383;0.8120964530052105
56;0.6130280554659787;0.7051036168298851;0.9899786554493025;0.9851547271899617;0.9571463344563181;0.9738871338508974;0.7958375397316861
57;0.5646565623992261;0.8718070571462515;0.9886516216927553;0.9869820741117441;0.9552607542973668;0.9732900768087215;0.7862790904782294
58;0.5530474040632054;0.8201259356065106;0.9891685867292463;0.9859436864582782;0.9531031567640164;0.9736265508571009;0.7992135500268198
59;0.44663011931634955;0.8169351143094756;0.9892533269970707;0.9857832539439287;0.9548804983936265;0.9754392068604779;0.8009418869423464
60;0.5436955820702999;0.8375057282031264;0.9889928669153046;0.9856805610460858;0.9555101270606217;0.9756253670667694;0.8005790596642492
61;0.47436310867462106;0.8401025136203941;0.9887925474317085;0.9862305331925139;0.9536752138801149;0.9740126248027016;0.791701617939144
62;0.6688165108029668;0.7679526129092482;0.9893379742714596;0.9860175297163161;0.9535314409388188;0.9742352106504423;0.7993672233218403
63;0.4108352144469526;0.870211646497734;0.9888729867531549;0.9855305833942938;0.9530079110888063;0.9738559790588408;0.7777005739881806
64;0.5530474040632054;0.7299003716967363;0.9885150811754807;0.9867182537524507;0.9512552914083211;0.973139304133172;0.7886175601510657
65;0.5185424056755885;0.8126920008825675;0.9887513920245435;0.9854889165327806;0.9538670422117681;0.9757182005469295;0.7966474386963348
66;0.6033537568526282;0.904903341876135;0.9884374055026867;0.9855562775363165;0.9525626339638925;0.9741526263627354;0.7976895143462173
67;0.4775878748790713;0.8425295745005855;0.9875531803301494;0.9852318386585952;0.9529142790116358;0.9733369925301912;0.7805959924398906
68;0.382134795227346;0.821263090004922;0.98795202045558;0.9848177255587248;0.9512476003763204;0.9710300696509195;0.8162553181399508
69;0.3885843276362464;0.8157809874573566;0.9879341453737079;0.9853141791719835;0.9533096213790643;0.971070016839188;0.8035917580780607
70;0.4063205417607223;0.8773570495086476;0.9890560850149706;0.9847443746413197;0.9497704557803193;0.9713938901736227;0.7783257325550753
71;0.3963237665269268;0.8361309594528081;0.9877411287808195;0.9848268354739074;0.9482266004310798;0.9705590140127739;0.8055976658347941
72;0.5943244114801677;0.8928528997437158;0.9874882215096187;0.9856081468666638;0.951078145462864;0.9709192269573835;0.7853515984737398
73;0.5059658174782329;0.8595699180230485;0.9881008361063007;0.9841717797194103;0.9501068950394774;0.9722881221781742;0.7804916064737134
74;0.5085456304417929;0.8057502673161459;0.9882674483756824;0.9849275518638262;0.9508542811082827;0.9706456245641084;0.7637267398356219
75;0.5143502096098034;0.7866732293487669;0.9869252915617361;0.9841762552709399;0.9517929992256464;0.974840257130272;0.7810195895583926
76;0.5304740406320542;0.895432712707276;0.9876471879750004;0.9841955593570808;0.9498480142514714;0.9718414248614323;0.8117436786364873
77;0.5565946468881007;0.8905276735857703;0.9864822417760035;0.9846441418331651;0.9488861037132087;0.9697529411224901;0.8098409440961829
78;0.5598194130925508;0.8986065615506033;0.9881182636572658;0.9841838697245;0.9518916321007752;0.9680656957750615;0.7914823267847719
79;0.526604321186714;0.7882007501824538;0.9871070501368758;0.9845166696341099;0.9497649451396192;0.9710717718771795;0.7846091169068118
80;0.5207997420187036;0.8366571055177446;0.9883908216037419;0.9844897669986709;0.9487998616438666;0.9715591906636566;0.7874807685946595
81;0.42373427926475327;0.8874047421035658;0.9873618928339466;0.9844134311509309;0.9490408301376679;0.9703695559409757;0.7827485119668666
82;0.5852950661077072;0.8535786418642541;0.9887917250210159;0.9830878789084857;0.9505912727636106;0.972298973589546;0.7778718598171697
83;0.5685262818445662;0.7823282811996131;0.9885565824019829;0.9838141258277059;0.9481098220358112;0.9720834078937709;0.797373933690696
84;0.45275717510480484;0.8674960539045129;0.9881839286466951;0.9846263806909359;0.9508402902641038;0.9703065236941599;0.7759182600128921
85;0.5901322154143824;0.8590098270506966;0.9873575773573445;0.9843897056799498;0.9488463169958312;0.9716101498550086;0.7790820094527168
86;0.5846501128668171;0.8449736078344845;0.9865326878085537;0.9826937348773056;0.9479431685455059;0.9720753725727711;0.78590508806535
87;0.4830699774266366;0.8376924251939102;0.9876858848682222;0.9838926802047482;0.9479201225687987;0.9733783104834269;0.7839534591521703
88;0.4766204450177362;0.8798689726573771;0.9864221825470895;0.9840161466042443;0.9469375661114168;0.9722531533329662;0.7963967866886091
89;0.3956788132860367;0.8833143807600264;0.9859479712424312;0.9833845106823019;0.9491860187061519;0.9716114231178651;0.7734728222275389
90;0.4882296033537568;0.8020672448615896;0.9876226842048257;0.9837556414768431;0.9491615869334812;0.9703274006166722;0.8081330299857569
91;0.46630119316349566;0.8747093467302567;0.9871935601860139;0.9833392287128837;0.9467830756248222;0.970327693123004;0.7983436536803004
92;0.5388584327636247;0.8660533953393642;0.9873765974208876;0.9834712990876335;0.9481303811731868;0.971515435157655;0.794567127598017
93;0.4530796517252499;0.8780020027495374;0.9868444628302799;0.98438583495137;0.9474885054326672;0.9707505138934772;0.7685463246811257
94;0.5272492744276039;0.8619460615421171;0.9870007615464893;0.9843634226192394;0.9481817396936483;0.9717412615167198;0.7922869642596859
95;0.5020960980328927;0.8223323545885028;0.9870464358533958;0.983891785647634;0.9464733542948849;0.9693818939727638;0.7695836085226668
96;0.4259916156078684;0.8626079872367147;0.9852929923239266;0.9839081451403369;0.9461204698953698;0.9710879572275447;0.7835540159013766
97;0.40503063527894223;0.8120809925490928;0.9861404385928431;0.982553828772307;0.9455831580197482;0.9706113152920016;0.7766159827786036
98;0.5962592712028378;0.8257777626911523;0.9865023806668135;0.9833749363165689;0.9503487557580771;0.970881826294828;0.7909280956796138
99;0.5665914221218962;0.900745090717765;0.9860237434558484;0.9839714503265624;0.9458659905689073;0.9709222781999046;0.7963774751604816
